LAT;;;;;45.1667;45.1667;45.1667;45.1667;45.1667;45.1667;45.1667;45.1667;45.1667;45.1667;45.1667;45.1667
2017;07;17;05;00;18.56;72.00;1022.20;0.00;10.50;35.00;0.00;0.00;44.50;0.57;315.00;0.30
2017;07;17;06;00;20.12;65.00;1021.70;0.00;12.30;41.00;0.00;0.00;196.69;0.10;270.00;0.80
2017;07;17;07;00;21.87;59.00;1021.40;0.00;12.90;43.00;0.00;0.00;356.89;0.00;180.00;1.00
2017;07;17;08;00;23.62;53.00;1021.40;0.00;30.00;100.00;0.00;0.00;504.63;0.10;360.00;1.20
2017;07;17;09;00;25.32;47.00;1020.80;0.00;30.00;100.00;0.00;0.00;625.67;0.41;345.96;1.30
2017;07;17;10;00;26.79;44.00;1020.30;0.00;30.00;100.00;0.00;0.00;703.10;1.21;335.56;2.10
2017;07;17;11;00;27.79;46.00;1019.60;0.00;30.00;100.00;0.00;0.00;750.27;2.15;332.24;2.90
2017;07;17;12;00;29.28;47.00;1019.70;0.00;13.50;45.00;0.00;10.00;789.43;1.10;354.81;3.20
2017;07;17;13;00;29.64;47.00;1019.20;0.00;15.60;52.00;0.00;10.00;777.86;1.33;12.99;2.50
2017;07;17;14;00;29.91;46.00;1019.10;0.00;15.30;51.00;0.00;10.00;728.91;1.34;26.57;2.60
2017;07;17;15;00;30.04;44.00;1017.80;0.00;11.70;39.00;0.00;0.00;648.81;1.20;41.63;3.30
2017;07;17;16;00;29.86;44.00;1017.70;0.00;23.00;0.00;23.00;0.00;566.93;1.28;51.34;2.60
2017;07;17;17;00;29.37;45.00;1017.70;0.00;3.60;12.00;0.00;0.00;424.53;0.86;35.54;2.00
2017;07;17;18;00;28.50;50.00;1017.20;0.00;0.00;0.00;0.00;0.00;264.33;0.73;15.95;1.00
2017;07;17;19;00;26.59;56.00;1017.30;0.00;5.10;17.00;0.00;0.00;103.24;0.60;360.00;0.60
2017;07;17;20;00;25.09;60.00;1018.30;0.00;6.60;22.00;0.00;0.00;3.56;0.30;180.00;0.70
2017;07;17;21;00;23.35;57.00;1019.10;0.00;0.60;2.00;0.00;0.00;0.00;1.24;194.04;1.70
2017;07;17;22;00;22.87;44.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;0.78;219.81;2.90
2017;07;17;23;00;21.69;44.00;1019.20;0.00;1.80;6.00;0.00;0.00;0.00;0.70;180.00;1.20
2017;07;18;00;00;20.01;51.00;1020.10;0.00;6.60;22.00;0.00;0.00;0.00;0.42;135.00;2.50
2017;07;18;01;00;18.82;55.00;1020.10;0.00;11.10;37.00;0.00;0.00;0.00;0.10;90.00;1.60
2017;07;18;02;00;18.47;55.00;1019.40;0.00;10.50;35.00;0.00;0.00;0.00;0.00;180.00;1.30
2017;07;18;03;00;18.49;55.00;1019.40;0.00;0.00;0.00;0.00;0.00;0.00;0.20;270.00;1.50
2017;07;18;04;00;18.01;56.00;1019.40;0.00;6.30;21.00;0.00;0.00;0.00;0.10;270.00;1.50
2017;07;18;05;00;19.61;52.00;1019.80;0.00;8.40;28.00;0.00;0.00;42.72;0.22;296.57;1.20
2017;07;18;06;00;21.21;58.00;1018.80;0.00;9.90;33.00;0.00;0.00;194.91;0.60;360.00;1.70
2017;07;18;07;00;23.89;53.00;1018.60;0.00;3.60;12.00;0.00;0.00;355.11;0.50;360.00;2.10
2017;07;18;08;00;26.17;49.00;1018.40;0.00;5.40;18.00;0.00;0.00;506.41;0.22;26.57;2.30
2017;07;18;09;00;27.94;46.00;1017.90;0.00;8.10;27.00;0.00;0.00;638.13;0.10;180.00;2.40
2017;07;18;10;00;30.41;41.00;1017.20;0.00;0.00;0.00;0.00;0.00;741.37;1.53;191.31;3.30
2017;07;18;11;00;32.37;31.00;1015.90;0.00;3.90;13.00;0.00;0.00;817.91;5.23;206.08;6.20
2017;07;18;12;00;32.80;33.00;1015.60;0.00;0.00;0.00;0.00;0.00;861.52;6.22;203.68;6.90
2017;07;18;13;00;33.31;32.00;1015.00;0.00;0.00;0.00;0.00;0.00;847.28;6.67;199.25;7.20
2017;07;18;14;00;33.52;31.00;1014.80;0.00;0.00;0.00;0.00;0.00;791.21;6.45;192.53;7.10
2017;07;18;15;00;33.39;31.00;1013.60;0.00;0.00;0.00;0.00;0.00;695.09;6.43;191.66;6.80
2017;07;18;16;00;33.05;31.00;1014.10;0.00;0.00;0.00;0.00;0.00;569.60;6.09;194.26;5.90
2017;07;18;17;00;31.77;32.00;1014.50;0.00;0.00;0.00;0.00;0.00;419.19;5.33;210.41;6.10
2017;07;18;18;00;29.79;38.00;1013.80;0.00;0.00;0.00;0.00;0.00;257.21;3.67;209.36;5.20
2017;07;18;19;00;26.01;45.00;1014.40;0.00;0.00;0.00;0.00;0.00;97.90;3.13;206.57;5.80
2017;07;18;20;00;24.66;44.00;1015.80;0.00;0.00;0.00;0.00;0.00;2.67;2.19;204.23;5.80
2017;07;18;21;00;22.93;47.00;1016.30;0.00;0.00;0.00;0.00;0.00;0.00;1.64;217.57;7.10
2017;07;18;22;00;21.15;51.00;1015.80;0.00;0.00;0.00;0.00;0.00;0.00;2.55;228.18;9.20
2017;07;18;23;00;20.67;50.00;1016.00;0.00;0.00;0.00;0.00;0.00;0.00;1.70;225.00;7.20
2017;07;19;00;00;20.80;48.00;1017.20;0.00;0.00;0.00;0.00;0.00;0.00;0.50;216.87;5.20
2017;07;19;01;00;20.68;49.00;1017.10;0.00;2.40;8.00;0.00;0.00;0.00;0.70;270.00;4.60
2017;07;19;02;00;20.76;49.00;1016.20;0.00;2.70;9.00;0.00;0.00;0.00;0.51;281.31;4.80
2017;07;19;03;00;20.36;52.00;1016.00;0.00;3.00;10.00;2.00;0.00;0.00;0.50;306.87;4.70
2017;07;19;04;00;20.14;54.00;1016.40;0.00;40.00;12.00;40.00;0.00;0.00;0.54;291.80;4.70
2017;07;19;05;00;21.39;60.00;1016.80;0.00;0.30;1.00;0.00;0.00;40.94;0.42;315.00;4.80
2017;07;19;06;00;23.05;54.00;1015.40;0.00;51.00;0.00;51.00;0.00;190.46;0.54;338.20;4.30
2017;07;19;07;00;25.87;49.00;1015.00;0.00;100.00;20.00;100.00;0.00;344.43;0.58;329.04;4.20
2017;07;19;08;00;27.62;47.00;1014.90;0.00;11.10;37.00;3.00;0.00;495.73;0.30;90.00;4.90
2017;07;19;09;00;28.95;45.00;1014.40;0.00;3.90;13.00;0.00;0.00;637.24;0.30;180.00;4.60
2017;07;19;10;00;32.67;32.00;1013.70;0.00;0.00;0.00;0.00;0.00;743.15;3.10;194.93;6.20
2017;07;19;11;00;33.52;26.00;1012.80;0.00;3.60;12.00;0.00;0.00;822.36;6.80;208.07;7.30
2017;07;19;12;00;31.11;27.00;1013.80;0.00;1.00;1.00;1.00;0.00;697.76;7.71;189.71;8.10
2017;07;19;13;00;33.82;24.00;1012.80;0.00;9.00;6.00;9.00;0.00;837.49;6.93;184.97;7.30
2017;07;19;14;00;32.13;27.00;1012.40;0.00;56.00;24.00;56.00;54.00;727.13;7.32;194.23;7.30
2017;07;19;15;00;32.56;26.00;1011.10;0.00;23.00;32.00;23.00;0.00;416.52;5.99;194.50;6.90
2017;07;19;16;00;32.29;28.00;1011.30;0.30;100.00;41.00;100.00;0.00;240.30;5.15;204.08;7.30
2017;07;19;17;00;32.42;28.00;1011.10;0.00;62.00;0.00;62.00;0.00;323.96;5.78;217.27;8.30
2017;07;19;18;00;29.76;34.00;1010.70;0.00;51.00;0.00;51.00;51.00;245.64;3.89;226.04;7.30
2017;07;19;19;00;26.94;38.00;1010.80;0.00;6.90;23.00;0.00;0.00;73.87;2.36;233.62;6.20
2017;07;19;20;00;26.22;37.00;1012.10;0.00;100.00;30.00;100.00;0.00;2.67;0.64;231.34;4.90
2017;07;19;21;00;25.13;40.00;1012.80;0.00;76.00;16.00;76.00;0.00;0.00;0.63;288.43;5.30
2017;07;19;22;00;24.46;43.00;1013.10;0.00;79.00;16.00;79.00;0.00;0.00;1.30;270.00;5.60
2017;07;19;23;00;23.97;46.00;1013.90;0.00;100.00;100.00;100.00;5.00;0.00;1.68;287.35;5.10
2017;07;20;00;00;21.95;53.00;1015.20;0.00;100.00;100.00;100.00;0.00;0.00;3.00;360.00;3.20
2017;07;20;01;00;20.40;62.00;1015.70;0.00;100.00;100.00;100.00;4.00;0.00;1.62;338.20;3.50
2017;07;20;02;00;21.00;59.00;1015.00;0.00;100.00;100.00;100.00;0.00;0.00;1.10;5.19;1.50
2017;07;20;03;00;20.24;62.00;1015.30;0.00;100.00;100.00;100.00;8.00;0.00;0.22;26.57;0.50
2017;07;20;04;00;19.37;67.00;1016.40;0.00;100.00;100.00;100.00;1.00;0.00;2.16;56.31;2.20
2017;07;20;05;00;19.83;73.00;1016.30;0.00;100.00;100.00;100.00;0.00;27.59;1.28;51.34;1.50
2017;07;20;06;00;20.99;68.00;1014.80;0.00;2.00;0.00;2.00;0.00;184.23;0.22;153.43;1.20
2017;07;20;07;00;22.91;59.00;1014.20;0.00;67.00;0.00;67.00;0.00;346.21;0.20;360.00;1.60
2017;07;20;08;00;24.56;52.00;1014.00;0.00;39.00;0.00;39.00;0.00;447.67;0.70;360.00;2.60
2017;07;20;09;00;26.00;50.00;1013.40;0.00;100.00;0.00;100.00;0.00;552.69;0.89;26.57;1.20
2017;07;20;10;00;25.40;51.00;1012.80;0.00;100.00;0.00;100.00;4.00;283.91;0.73;344.05;0.70
2017;07;20;11;00;28.72;44.00;1012.00;0.00;79.00;0.00;79.00;7.00;768.07;0.89;333.43;3.40
2017;07;20;12;00;29.02;46.00;1012.30;0.00;0.00;0.00;0.00;0.00;860.63;0.72;326.31;4.70
2017;07;20;13;00;29.72;46.00;1011.70;0.20;0.00;0.00;0.00;0.00;846.39;1.17;340.02;4.70
2017;07;20;14;00;29.96;50.00;1011.50;0.30;0.00;0.00;0.00;0.00;787.65;3.24;326.31;7.50
2017;07;20;15;00;27.28;56.00;1011.10;0.20;100.00;0.00;61.00;100.00;539.34;4.74;332.35;5.80
2017;07;20;16;00;26.71;58.00;1011.60;0.30;29.00;0.00;10.00;29.00;167.32;3.30;345.96;4.60
2017;07;20;17;00;27.31;60.00;1011.80;1.10;70.00;0.00;70.00;70.00;178.00;2.24;349.70;3.00
2017;07;20;18;00;25.69;66.00;1011.60;0.60;0.00;0.00;0.00;0.00;183.34;2.58;324.46;4.20
2017;07;20;19;00;23.03;72.00;1011.60;0.00;10.00;0.00;0.00;10.00;94.34;2.20;329.93;3.90
2017;07;20;20;00;21.13;75.00;1012.60;0.00;0.00;0.00;0.00;0.00;1.78;2.55;315.00;4.40
2017;07;20;21;00;21.19;74.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;2.05;316.97;2.50
2017;07;20;22;00;21.08;75.00;1013.20;0.00;1.00;0.00;0.00;1.00;0.00;1.50;306.87;2.80
2017;07;20;23;00;21.38;75.00;1013.10;0.00;100.00;0.00;100.00;0.00;0.00;0.95;288.43;1.00
2017;07;21;00;00;20.84;78.00;1013.80;0.00;10.00;0.00;10.00;10.00;0.00;0.63;288.43;0.40
2017;07;21;01;00;19.72;83.00;1014.00;0.00;10.00;0.00;10.00;10.00;0.00;0.50;270.00;0.10
2017;07;21;02;00;19.02;86.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;0.20;270.00;0.10
2017;07;21;03;00;19.11;85.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;0.36;236.31;0.40
2017;07;21;04;00;18.68;86.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;0.22;206.57;0.70
2017;07;21;05;00;19.22;84.00;1013.50;0.00;0.00;0.00;0.00;0.00;31.15;0.10;360.00;0.60
2017;07;21;06;00;20.46;82.00;1012.70;0.00;0.30;1.00;0.00;0.00;173.55;0.30;180.00;0.80
2017;07;21;07;00;21.77;80.00;1012.10;0.00;18.00;13.00;18.00;0.00;312.39;0.20;90.00;0.70
2017;07;21;08;00;23.56;74.00;1012.00;0.00;17.40;58.00;0.00;0.00;479.71;0.14;45.00;0.80
2017;07;21;09;00;25.52;65.00;1011.70;0.00;48.00;21.00;48.00;0.00;631.90;0.20;360.00;0.60
2017;07;21;10;00;27.33;57.00;1010.90;0.00;100.00;42.00;100.00;1.00;720.90;1.08;326.31;3.10
2017;07;21;11;00;28.48;58.00;1009.80;0.30;100.00;36.00;100.00;0.00;693.31;2.06;320.91;4.10
2017;07;21;12;00;27.69;62.00;1010.90;0.50;100.00;100.00;100.00;0.00;576.72;2.06;330.95;5.40
2017;07;21;13;00;28.34;59.00;1010.50;0.50;100.00;71.00;100.00;0.00;634.57;2.19;316.85;5.20
2017;07;21;14;00;26.21;73.00;1011.40;0.50;100.00;81.00;100.00;81.00;329.30;3.26;319.97;3.50
2017;07;21;15;00;24.34;77.00;1011.20;2.10;87.00;88.00;87.00;87.00;147.74;1.68;342.65;3.60
2017;07;21;16;00;24.35;81.00;1011.90;1.70;100.00;100.00;100.00;67.00;118.37;2.14;52.59;2.10
2017;07;21;17;00;23.46;83.00;1012.40;1.10;100.00;64.00;100.00;3.00;104.13;1.53;58.39;1.70
2017;07;21;18;00;23.08;85.00;1011.70;0.00;100.00;100.00;100.00;2.00;112.14;1.52;66.80;2.00
2017;07;21;19;00;21.88;85.00;1011.60;0.00;95.00;0.00;95.00;0.00;70.31;1.48;61.70;2.00
2017;07;21;20;00;20.30;88.00;1012.60;0.00;0.00;0.00;0.00;0.00;1.78;0.40;90.00;0.90
2017;07;21;21;00;20.15;91.00;1013.50;0.00;0.00;0.00;0.00;0.00;0.00;0.10;90.00;0.50
2017;07;21;22;00;19.58;92.00;1013.50;0.00;0.00;0.00;0.00;0.00;0.00;0.20;360.00;0.40
2017;07;21;23;00;19.45;90.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;0.30;180.00;0.80
2017;07;22;00;00;19.39;85.00;1014.20;0.00;0.90;3.00;0.00;0.00;0.00;0.36;213.69;1.10
2017;07;22;01;00;19.20;81.00;1014.60;0.00;50.00;0.00;50.00;50.00;0.00;0.10;90.00;1.10
2017;07;22;02;00;18.07;85.00;1014.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;180.00;0.80
2017;07;22;03;00;17.93;84.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;0.10;180.00;1.00
2017;07;22;04;00;17.87;80.00;1014.20;0.00;5.10;17.00;0.00;1.00;0.00;0.28;225.00;1.10
2017;07;22;05;00;18.79;84.00;1015.00;0.00;0.00;0.00;0.00;0.00;32.04;0.14;225.00;1.00
2017;07;22;06;00;19.75;81.00;1014.70;0.00;0.00;0.00;0.00;0.00;171.77;0.14;225.00;1.30
2017;07;22;07;00;21.45;75.00;1014.30;0.00;0.00;0.00;0.00;0.00;335.53;0.10;270.00;1.10
2017;07;22;08;00;23.53;66.00;1014.40;0.00;0.00;0.00;0.00;0.00;493.95;0.10;180.00;1.00
2017;07;22;09;00;25.62;57.00;1014.20;0.00;0.00;0.00;0.00;0.00;636.35;0.32;161.57;1.40
2017;07;22;10;00;27.13;53.00;1013.30;0.00;0.00;0.00;0.00;0.00;748.49;0.22;116.57;1.60
2017;07;22;11;00;28.35;48.00;1012.10;0.00;0.00;0.00;0.00;0.00;825.03;0.28;45.00;2.80
2017;07;22;12;00;29.05;40.00;1012.80;0.00;4.20;14.00;0.00;0.00;845.50;0.22;153.43;1.10
2017;07;22;13;00;29.92;39.00;1012.50;0.00;7.20;24.00;0.00;0.00;828.59;0.32;161.57;4.00
2017;07;22;14;00;30.59;39.00;1012.30;0.00;8.70;29.00;0.00;0.00;772.52;0.20;270.00;4.60
2017;07;22;15;00;29.05;48.00;1011.70;0.20;25.00;32.00;10.00;25.00;465.47;0.72;213.69;5.00
2017;07;22;16;00;28.89;52.00;1012.10;0.40;49.00;30.00;10.00;49.00;194.02;0.86;234.46;4.80
2017;07;22;17;00;28.33;56.00;1012.80;0.10;100.00;29.00;17.00;100.00;145.07;2.16;236.31;5.90
2017;07;22;18;00;26.56;53.00;1013.20;0.60;100.00;92.00;17.00;100.00;85.44;3.28;257.66;5.80
2017;07;22;19;00;25.70;54.00;1013.80;0.70;100.00;19.00;62.00;100.00;31.15;2.22;262.23;4.80
2017;07;22;20;00;24.51;62.00;1015.40;0.10;100.00;100.00;100.00;83.00;0.00;2.24;243.43;4.30
2017;07;22;21;00;23.04;64.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;1.79;206.57;4.10
2017;07;22;22;00;22.32;65.00;1016.30;0.00;0.00;0.00;0.00;0.00;0.00;0.67;296.57;2.50
2017;07;22;23;00;20.73;69.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;0.32;71.57;0.60
2017;07;23;00;00;21.66;66.00;1017.30;0.00;100.00;3.00;1.00;100.00;0.00;0.40;90.00;0.20
2017;07;23;01;00;20.93;64.00;1017.80;0.00;10.80;36.00;0.00;0.00;0.00;0.22;243.43;0.60
2017;07;23;02;00;20.64;62.00;1017.10;0.00;9.30;31.00;0.00;0.00;0.00;0.73;285.95;0.50
2017;07;23;03;00;20.74;62.00;1017.00;0.00;0.90;3.00;0.00;0.00;0.00;1.30;292.62;1.40
2017;07;23;04;00;20.03;66.00;1017.40;0.00;9.00;30.00;4.00;0.00;0.00;0.89;296.57;1.30
2017;07;23;05;00;20.14;77.00;1017.90;0.00;0.00;0.00;0.00;0.00;30.26;0.85;315.00;1.40
2017;07;23;06;00;20.71;83.00;1017.10;0.00;2.00;0.00;0.00;2.00;170.88;0.78;309.81;0.70
2017;07;23;07;00;22.03;81.00;1017.50;0.00;1.00;2.00;0.00;1.00;236.74;1.50;323.13;1.20
2017;07;23;08;00;23.26;71.00;1017.90;0.20;1.00;0.00;0.00;1.00;491.28;3.28;322.43;3.70
2017;07;23;09;00;23.04;68.00;1018.20;0.20;3.30;11.00;0.00;3.00;624.78;5.74;318.53;6.00
2017;07;23;10;00;22.11;70.00;1018.40;0.00;15.00;31.00;15.00;9.00;727.13;6.73;318.01;7.10
2017;07;23;11;00;21.76;67.00;1017.70;0.00;100.00;28.00;100.00;2.00;791.21;5.97;320.44;6.00
2017;07;23;12;00;25.93;58.00;1017.70;0.00;10.00;0.00;0.00;10.00;788.54;0.90;360.00;5.80
2017;07;23;13;00;26.64;53.00;1017.20;0.00;0.00;0.00;0.00;0.00;826.81;0.90;360.00;5.80
2017;07;23;14;00;27.03;51.00;1016.30;0.00;0.00;0.00;0.00;0.00;787.65;1.10;360.00;5.50
2017;07;23;15;00;27.16;50.00;1015.30;0.00;28.50;95.00;0.00;0.00;690.64;0.91;353.66;1.60
2017;07;23;16;00;27.08;50.00;1015.40;0.00;11.40;38.00;0.00;0.00;557.14;1.20;4.76;1.80
2017;07;23;17;00;26.58;53.00;1015.00;0.00;1.20;4.00;0.00;0.00;416.52;1.32;351.25;1.80
2017;07;23;18;00;25.21;62.00;1014.00;0.00;0.00;0.00;0.00;0.00;250.98;1.46;344.05;2.90
2017;07;23;19;00;22.81;67.00;1014.10;0.00;0.00;0.00;0.00;0.00;88.11;1.49;340.35;3.70
2017;07;23;20;00;21.01;69.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.89;1.71;339.44;3.30
2017;07;23;21;00;20.43;71.00;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;1.58;341.57;2.50
2017;07;23;22;00;20.24;73.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;1.08;338.20;1.70
2017;07;23;23;00;19.79;76.00;1014.60;0.00;4.20;14.00;0.00;0.00;0.00;0.57;315.00;0.90
2017;07;24;00;00;19.97;76.00;1015.00;0.00;100.00;45.00;100.00;10.00;0.00;0.30;270.00;0.20
2017;07;24;01;00;20.10;76.00;1014.70;0.00;100.00;21.00;0.00;100.00;0.00;0.51;281.31;0.30
2017;07;24;02;00;20.11;75.00;1013.80;0.00;100.00;0.00;11.00;100.00;0.00;1.03;299.05;1.10
2017;07;24;03;00;19.46;74.00;1013.60;0.00;100.00;0.00;32.00;100.00;0.00;1.35;311.99;2.80
2017;07;24;04;00;19.02;73.00;1013.60;0.00;100.00;0.00;0.00;100.00;0.00;1.20;274.76;0.80
2017;07;24;05;00;19.42;75.00;1014.10;0.00;100.00;0.00;0.00;100.00;16.91;0.89;243.43;0.80
2017;07;24;06;00;20.07;75.00;1013.10;0.00;5.00;0.00;0.00;5.00;151.30;0.14;315.00;0.80
2017;07;24;07;00;20.48;70.00;1013.30;0.00;100.00;0.00;100.00;100.00;287.47;1.71;339.44;1.60
2017;07;24;08;00;20.34;68.00;1013.90;0.00;100.00;0.00;1.00;100.00;243.86;2.64;335.38;2.30
2017;07;24;09;00;22.08;59.00;1013.60;0.00;16.00;0.00;0.00;16.00;508.19;2.06;345.96;2.90
2017;07;24;10;00;19.99;66.00;1014.20;0.70;100.00;0.00;10.00;100.00;570.49;5.48;321.67;6.30
2017;07;24;11;00;19.74;73.00;1013.70;1.30;47.00;0.00;0.00;47.00;281.24;2.37;332.35;5.40
2017;07;24;12;00;19.92;78.00;1013.90;1.30;62.00;0.00;62.00;62.00;221.61;4.17;329.74;6.20
2017;07;24;13;00;21.17;73.00;1014.60;1.20;17.00;0.00;0.00;17.00;369.35;2.89;345.96;7.00
2017;07;24;14;00;22.10;63.00;1014.20;0.60;13.00;0.00;0.00;13.00;781.42;1.89;32.01;5.80
2017;07;24;15;00;20.42;63.00;1013.80;0.30;36.00;0.00;0.00;36.00;364.01;2.83;351.87;6.40
2017;07;24;16;00;20.88;60.00;1014.20;0.20;0.00;0.00;0.00;0.00;452.12;2.30;360.00;6.50
2017;07;24;17;00;19.81;64.00;1014.60;0.40;2.00;0.00;0.00;2.00;371.13;2.32;352.57;4.20
2017;07;24;18;00;19.04;64.00;1014.40;0.60;1.00;0.00;0.00;1.00;253.65;1.80;19.44;6.20
2017;07;24;19;00;16.81;70.00;1014.60;0.60;5.00;0.00;0.00;5.00;90.78;1.51;7.59;3.20
2017;07;24;20;00;16.01;71.00;1015.90;0.00;52.00;0.00;0.00;52.00;0.89;1.53;31.61;3.00
2017;07;24;21;00;15.72;71.00;1016.40;0.00;40.00;0.00;0.00;40.00;0.00;1.26;18.43;2.10
2017;07;24;22;00;15.57;73.00;1016.00;0.00;100.00;0.00;0.00;100.00;0.00;0.86;35.54;1.50
2017;07;24;23;00;15.25;81.00;1015.60;0.10;100.00;0.00;0.00;100.00;0.00;0.92;319.40;2.20
